target	fit	tc_morgan	tc_maccs
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3cccnc3)[nH]c3ccc(Cl)cc23)c1	0.21008403361344538	0.4
6ooy_ligand.sdf	CN(C)c1ncc(-c2nc(=O)n(CCC3CCCO3)c3c2oc2ncc(-c4cnn(C)c4)cc23)cn1	0.1258741258741259	0.4444444444444444
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(CC(=O)Nc3ccc(C#N)cc3F)CC2)n1	0.17391304347826086	0.46153846153846156
6ooy_ligand.sdf	O=C(NCCc1ccc(O)c(O)c1)C1C(=O)N(O)C(=O)c2ccccc21	0.2403846153846154	0.40789473684210525
6ooy_ligand.sdf	CC(C)c1c(OC2CCCCC2C)cc(Cc2ccccc2)[nH]c1=O	0.19626168224299065	0.30985915492957744
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3)CC2)ncc1Br	0.22131147540983606	0.4266666666666667
6ooy_ligand.sdf	N#Cc1cc(Cl)cc(Oc2c(CCOc3ccncc3)c[nH]c(=O)c2Br)c1	0.17543859649122806	0.26666666666666666
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3cccc(Cl)c3)CC2)ncc1Br	0.1889763779527559	0.42105263157894735
6ooy_ligand.sdf	CS(=O)(=O)c1ccc(-c2ccc(Cc3ccc4c(c3)CC(=O)N(O)C4=O)cc2)cc1	0.175	0.25
6ooy_ligand.sdf	CC(C)=CN1CCn2c(=S)[nH]c3cccc(c32)C1C	0.12244897959183673	0.4782608695652174
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@H](C)c3ccncc3)[nH]c3ccc(Cl)cc23)c1	0.19672131147540983	0.3375
6ooy_ligand.sdf	Cc1ccc(-n2nnnc2SCC(=O)Nc2ccccc2Cl)c(Cl)c1	0.29292929292929293	0.3918918918918919
6ooy_ligand.sdf	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CCC2C=CCC2)c1	0.168141592920354	0.38461538461538464
6ooy_ligand.sdf	CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	0.17266187050359713	0.4024390243902439
6ooy_ligand.sdf	Cc1ccc(-n2nncc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	0.20930232558139536	0.4155844155844156
6ooy_ligand.sdf	CCc1c(Oc2cc(C)cc(C)c2)n(Cc2ccccc2)c(=O)[nH]c1=O	0.2621359223300971	0.3698630136986301
6ooy_ligand.sdf	CCc1c(Oc2cc(C)cc(C)c2)n(CCC2CCCC2)c(=O)[nH]c1=O	0.1504424778761062	0.41333333333333333
6ooy_ligand.sdf	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CC2=CCCC2)c1	0.15178571428571427	0.35
6ooy_ligand.sdf	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1	0.1509433962264151	0.3783783783783784
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br	0.20535714285714285	0.3194444444444444
6ooy_ligand.sdf	O=c1cc(Nc2ccc(-c3ccccc3O)cc2)[nH]c(=O)n1O	0.23232323232323232	0.3375
6ooy_ligand.sdf	CCc1c(Oc2cc(C)cc(C)c2)n(CC2=CCCC2)c(=O)[nH]c1=O	0.1651376146788991	0.3717948717948718
6ooy_ligand.sdf	C=C(C)N1Cc2cc(Cl)cc3[nH]c(=S)n(c23)C(C)C1	0.10101010101010101	0.45714285714285713
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)ncc1Br	0.18796992481203006	0.3368421052631579
6ooy_ligand.sdf	Cc1sc2nc(-c3cc4ccccc4[nH]3)[nH]c(=O)c2c1C	0.24468085106382978	0.3939393939393939
6ooy_ligand.sdf	CCCc1c(CC)sc2nc(-c3ccc(O)c(O)c3)[nH]c(=O)c12	0.17475728155339806	0.41333333333333333
6ooy_ligand.sdf	O=c1nc(NCc2cccc(N3CCOCC3)c2)c2cccnc2n1O	0.1981981981981982	0.4625
6ooy_ligand.sdf	C=C[C@@]1(OCP(=O)(O)OP(=O)(O)OP(=O)(O)O)C=C[C@H](n2cnc3c(N)ncnc32)C1	0.07633587786259542	0.4268292682926829
6ooy_ligand.sdf	C[C@H]1NC(Cc2ccc(Cl)c(Oc3cc(Cl)cc(C#N)c3)c2F)=NNC1=O	0.15789473684210525	0.410958904109589
6ooy_ligand.sdf	O=c1[nH]nc(Cc2ccc(Cl)c(Oc3cccc(Br)c3)c2)s1	0.21212121212121213	0.2857142857142857
6ooy_ligand.sdf	NCCCNC(=O)c1ccc(NC(=O)CSC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1	0.12030075187969924	0.4
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3cccc(N)c3)[nH]c3ccc(Cl)cc23)c1	0.2066115702479339	0.4
6ooy_ligand.sdf	CCc1c(C)[nH]c(=O)c(N(C)CCCC#N)c1Cc1cccc(C)c1	0.21153846153846154	0.44285714285714284
6ooy_ligand.sdf	CCOCCN(C)c1c(Cc2cccc(C)c2)c(CC)c(C)[nH]c1=O	0.21153846153846154	0.4722222222222222
6ooy_ligand.sdf	CCc1c(C)[nH]c(=O)c(N(C)CCCO)c1Cc1cccc(C)c1	0.24242424242424243	0.5277777777777778
6ooy_ligand.sdf	Cc1cc(-c2cc(Cl)cc(Cl)c2)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	0.1935483870967742	0.3333333333333333
6ooy_ligand.sdf	COc1ccc(OCCOCCOCC#Cc2cn([C@H]3C=C[C@@H](CO)O3)c(=O)[nH]c2=O)c(CCNC(=S)Nc2ccc(Br)cn2)c1	0.1524390243902439	0.42391304347826086
6ooy_ligand.sdf	Cc1cccc2c1N(C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl)CCC2	0.19130434782608696	0.34444444444444444
6ooy_ligand.sdf	Cc1cc(C)c(Nc2ccnc(Nc3ccc(Cl)cc3)n2)c(C)c1	0.25	0.3387096774193548
6ooy_ligand.sdf	Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1	0.24271844660194175	0.3559322033898305
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)ncc1SCC(=O)NCC1CCCO1	0.1897810218978102	0.4430379746835443
6ooy_ligand.sdf	Cc1cc(C)cc(Cn2c(=O)[nH]c3ccc(Cl)cc32)c1	0.22826086956521738	0.515625
6ooy_ligand.sdf	Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1NC(=O)c1cc(Cl)cc(C#N)c1	0.16793893129770993	0.2717391304347826
6ooy_ligand.sdf	Cc1cc(C)c(Oc2nc(Nc3ccc(CC#N)cc3)cn3ccnc23)c(C)c1	0.22807017543859648	0.515625
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3cccc(Cl)c3)[nH]c3ccc(Cl)cc23)c1	0.21138211382113822	0.4125
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1F	0.17692307692307693	0.4050632911392405
6ooy_ligand.sdf	NCc1ccc(-c2cccc(Cc3cc(=O)n(O)c4ncccc34)c2)cc1	0.22727272727272727	0.4225352112676056
6ooy_ligand.sdf	COc1ccc(NC(=O)Nc2sc(-c3ccc(Cl)c(Cl)c3)cc2C(=O)O)cc1	0.17391304347826086	0.27848101265822783
6ooy_ligand.sdf	O=C(Nc1ccc(F)cc1)Nc1sc(-c2ccc(Cl)c(Cl)c2)cc1C(=O)O	0.168141592920354	0.2876712328767123
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCC(N)=O)[nH]c3ccc(Cl)cc23)c1	0.19298245614035087	0.38372093023255816
6ooy_ligand.sdf	O=C(c1ccc(Cl)cc1)c1cc(Cc2ccc(=O)[nH]n2)cc2ccoc12	0.17857142857142858	0.2702702702702703
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(CC(=O)Nc3ccccc3)CC2)n1	0.2204724409448819	0.4864864864864865
6ooy_ligand.sdf	CCCOCCCNC(=S)Nc1cc(OC)c(Cl)cc1OC	0.102803738317757	0.3670886075949367
6ooy_ligand.sdf	CC(C)(C)c1ccc(-n2nnnc2SCC(=O)Nc2ccc(-c3ccc(C(C)(C)C(=O)O)cc3)cc2Cl)c(Cl)c1	0.1597222222222222	0.4024390243902439
6ooy_ligand.sdf	N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4ncccc34)ccc2Cl)c1	0.1694915254237288	0.4084507042253521
6ooy_ligand.sdf	Cc1ccc2c(c1)C(=O)N(CCOC(=S)N(C(=O)c1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1)C2=O	0.1893939393939394	0.40476190476190477
6ooy_ligand.sdf	Cc1cc(OCC(=O)Nc2cccc(Cl)c2)nc(Nc2ccc(C#N)cc2)n1	0.20175438596491227	0.3424657534246575
6ooy_ligand.sdf	CCc1c(C)[nH]c(=O)c(NCc2ccccc2)c1Cc1cc(C)cc(C)c1	0.25471698113207547	0.46875
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1N	0.17692307692307693	0.4533333333333333
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Nc1nc(NC2CCN(c3cccc(C(N)=O)c3)CC2)ncc1Br	0.17692307692307693	0.4383561643835616
6ooy_ligand.sdf	N#Cc1cc(Cl)cc(Oc2cc(CCc3cccc(Cl)c3)[nH]c(=O)c2Cl)c1	0.16666666666666666	0.25
6ooy_ligand.sdf	CCc1c(Sc2cc(C)cc(C)c2)n(CC2CC2)c(=O)[nH]c1=O	0.1650485436893204	0.35064935064935066
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCS(N)(=O)=O)[nH]c3ccc(Cl)cc23)c1	0.1896551724137931	0.37362637362637363
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccncc3)[nH]c3ccc(Cl)cc23)c1	0.21008403361344538	0.4050632911392405
6ooy_ligand.sdf	Cc1n[nH]c2ccc(F)c(Oc3cc(C#N)cc(C#N)c3)c12	0.16666666666666666	0.31343283582089554
6ooy_ligand.sdf	CCc1c(C)[nH]c(=O)c(NC)c1Cc1cc(C)cc(C)c1	0.17525773195876287	0.421875
6ooy_ligand.sdf	Cc1cc(C)cc(Cc2c3c([nH]c(=O)c2N(C)C)CCCC3)c1	0.1523809523809524	0.45588235294117646
6ooy_ligand.sdf	Cc1cc(C)cc(Cc2c(C)c(C(C)C)[nH]c(=O)c2N(C)C)c1	0.1568627450980392	0.421875
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccco3)[nH]c3ccc(Cl)cc23)c1	0.20512820512820512	0.3902439024390244
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCn3c([N+](=O)[O-])cnc3C)[nH]c3ccc(Cl)cc23)c1	0.18604651162790697	0.5
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(CC(=O)Nc3ccc(F)cc3)CC2)n1	0.1893939393939394	0.46153846153846156
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)Nc3cccc(N)c3)[nH]c3ccc(Cl)cc23)c1	0.20168067226890757	0.32926829268292684
6ooy_ligand.sdf	O=c1[nH]c(-c2ccc(O)c(O)c2)nc2sc3c(c12)CCCCCC3	0.125	0.3698630136986301
6ooy_ligand.sdf	O=c1ccc(Cc2cc(Oc3cccc(Cl)c3)c3occc3c2)n[nH]1	0.1926605504587156	0.28378378378378377
6ooy_ligand.sdf	O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1	0.24242424242424243	0.2638888888888889
6ooy_ligand.sdf	O=c1[nH]c2cc(F)c(Cl)cc2n1Cc1cc(F)cc(F)c1	0.12745098039215685	0.46153846153846156
6ooy_ligand.sdf	O=C1Nc2ccc(Cl)cc2[C@@](C#Cc2ccccn2)(C2CC2)N1	0.1941747572815534	0.2876712328767123
6ooy_ligand.sdf	O=c1[nH]c2ccc(C(F)(F)F)cc2n1Cc1c(F)cccc1F	0.18811881188118812	0.46153846153846156
6ooy_ligand.sdf	Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2sccc12	0.17123287671232876	0.38144329896907214
6ooy_ligand.sdf	N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4cccnc34)ccc2Cl)c1	0.1694915254237288	0.38028169014084506
6ooy_ligand.sdf	N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4nnccc34)c2F)c1	0.17094017094017094	0.36619718309859156
6ooy_ligand.sdf	Cc1cc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]c1=O	0.28865979381443296	0.2916666666666667
6ooy_ligand.sdf	O=c1[nH]c2ccc(Cl)cc2n1Cc1c(F)cccc1F	0.20212765957446807	0.46153846153846156
6ooy_ligand.sdf	Cc1ccc(-n2c(C)cnc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	0.2248062015503876	0.4722222222222222
6ooy_ligand.sdf	Cc1cc(-c2ccc(C#N)cc2F)ccc1Oc1nc(Nc2ccc(C#N)cc2)nc2ccsc12	0.16176470588235295	0.32432432432432434
6ooy_ligand.sdf	Cc1cc(-c2ccc(Oc3nc(Nc4ccc(C#N)cc4)nc4ccsc34)cc2C)ccc1C#N	0.1791044776119403	0.35714285714285715
6ooy_ligand.sdf	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CCC2)c1	0.14678899082568808	0.34615384615384615
6ooy_ligand.sdf	Cc1ccc(NC(=O)CN2CCC(Nc3nccc(Oc4c(C)cc(C#N)cc4C)n3)CC2)cc1	0.2076923076923077	0.48
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccccc3)[nH]c3ccc(Cl)cc23)c1	0.2413793103448276	0.3974358974358974
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCc3ccccc3)[nH]c3ccc(Br)cc23)c1	0.2457627118644068	0.4125
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCCOc3ccccc3)[nH]c3ccc([N+](=O)[O-])cc23)c1	0.23015873015873015	0.4444444444444444
6ooy_ligand.sdf	O=c1[nH]c2ccc(Cl)cc2n1S(=O)(=O)c1cc(Cl)cc(Cl)c1	0.14705882352941177	0.27906976744186046
6ooy_ligand.sdf	CCOc1cccc(C2(CC)Oc3ccccc3-n3cccc3C2=O)c1	0.24528301886792453	0.4264705882352941
6ooy_ligand.sdf	CCC1(c2cccc(Cl)c2)Oc2ccccc2-n2cccc2C1=O	0.23529411764705882	0.37142857142857144
6ooy_ligand.sdf	CCC1(c2ccc(C)cc2)Oc2ccccc2-n2cccc2C1=O	0.2727272727272727	0.4090909090909091
6ooy_ligand.sdf	Cc1cn([C@H]2CO[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O	0.07377049180327869	0.38372093023255816
6ooy_ligand.sdf	NS(=O)(=O)c1ccc(NC(=O)CSC(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1	0.12096774193548387	0.32222222222222224
6ooy_ligand.sdf	CCc1c(Oc2cc(C)cc(C)c2)n(CC2CC2)c(=O)[nH]c1=O	0.1650485436893204	0.37333333333333335
6ooy_ligand.sdf	NS(=O)(=O)c1ccc(NC(=O)COc2cc(Cl)cc(Oc3ccccc3)c2)c(Cl)c1	0.19491525423728814	0.25
6ooy_ligand.sdf	C[C@@H]1Oc2c3c(c4c(-c5ccccc5)cc(=O)oc4c2[C@@H](O)[C@H]1C)OC(C)(C)C=C3	0.19491525423728814	0.23529411764705882
6ooy_ligand.sdf	Cc1ccc(-n2nccc2SCC(=O)Nc2ccc(-c3ccc(CC(=O)O)cc3)cc2Cl)c(Cl)c1	0.20930232558139536	0.4
6ooy_ligand.sdf	CCC1(c2cccc(OC)c2)Oc2ccccc2-n2cccc2C1=O	0.2403846153846154	0.391304347826087
6ooy_ligand.sdf	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CCCC2)c1	0.1415929203539823	0.36363636363636365
6ooy_ligand.sdf	CCC1(c2ccc(COc3ccccc3)cc2)Oc2ccccc2-n2cccc2C1=O	0.1935483870967742	0.4117647058823529
6ooy_ligand.sdf	C/C(=C/CCC(=O)Nc1ccc(-c2ccc(OCC(=O)O)cc2)cc1Cl)c1ccc(C)cc1Cl	0.216	0.32051282051282054
6ooy_ligand.sdf	Cc1cc(C)cc(Sc2c(C(C)C)c(=O)[nH]c(=O)n2CC2CC2)c1	0.1509433962264151	0.35526315789473684
6ooy_ligand.sdf	Cc1cc(C)cc(C(=O)c2c(C(C)C)c(=O)[nH]c(=O)n2CC2CCCC2)c1	0.1391304347826087	0.3918918918918919
6ooy_ligand.sdf	Cc1cc(C)cc(Oc2c(C(C)C)c(=O)[nH]c(=O)n2CC2=CCCC2)c1	0.15178571428571427	0.3717948717948718
6ooy_ligand.sdf	CC(C)c1c(Sc2ccccc2)n(CC2CC=CC2)c(=O)[nH]c1=O	0.20192307692307693	0.3783783783783784
6ooy_ligand.sdf	Cc1cnc(Nc2ccc(C#N)cc2)nc1Nc1c(C)cc(C#N)cc1C	0.22018348623853212	0.3559322033898305
6ooy_ligand.sdf	COc1ccc(CNC(=O)c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2cc(C)cc(C)c2)cc1	0.192	0.37209302325581395
6ooy_ligand.sdf	O=C1Nc2ccccc2/C1=N/Nc1nc(-c2ccc(O)c(O)c2)cs1	0.22857142857142856	0.39473684210526316
6ooy_ligand.sdf	NCc1ccc(-c2cccc(-c3cc(=O)n(O)c4ncccc34)c2)cc1	0.21100917431192662	0.4225352112676056
6ooy_ligand.sdf	Cc1cc(C)c(N(C)C(=O)SCC(=O)Nc2ccc(S(N)(=O)=O)cc2Cl)c(C)c1	0.18584070796460178	0.2840909090909091
6ooy_ligand.sdf	CCOc1ccc2[nH]c(=S)n3c2c1CN(C=C(C)C)[C@@H](C)C3	0.11320754716981132	0.5
6ooy_ligand.sdf	CC(C)=CN1CCn2c(=S)[nH]c3cc(Cl)cc(c32)C1	0.1	0.43243243243243246
6ooy_ligand.sdf	Cc1cc(Br)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)cn2ccnc12	0.21238938053097345	0.4626865671641791
6ooy_ligand.sdf	CSc1nc2ncnc(NC(P(=O)(O)O)P(=O)(O)O)c2cc1-c1ccc(OC(C)C)cc1	0.17073170731707318	0.3493975903614458
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)NCc3ccc4nc(N)[nH]c4c3)[nH]c3ccc(Cl)cc23)c1	0.19230769230769232	0.40963855421686746
6ooy_ligand.sdf	Cc1cc(C)cc(S(=O)(=O)c2c(C(=O)N[C@@H](C)C(=O)NCc3ccncn3)[nH]c3ccc(Cl)cc23)c1	0.18045112781954886	0.4268292682926829
6ooy_ligand.sdf	CC1=C(/N=N/c2ccccc2)N=C(N2Nc3onc(-c4ccccc4)c3C2c2ccc(Cl)cc2)NN1	0.18115942028985507	0.4177215189873418
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3Cl)CC2)n1	0.18796992481203006	0.336734693877551
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(Cc3ccc(S(C)(=O)=O)cc3)CC2)n1	0.19083969465648856	0.3516483516483517
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccccc3C#N)CC2)ncc1Br	0.2222222222222222	0.4266666666666667
6ooy_ligand.sdf	COc1cc(C)cc(Sc2cccc(N)c2C#N)c1	0.2222222222222222	0.265625
6ooy_ligand.sdf	NS(=O)(=O)c1ccc(NC(=O)CSc2nnnn2-c2ccc(C3CC3)cc2Cl)c(Cl)c1	0.1532258064516129	0.31521739130434784
6ooy_ligand.sdf	Cn1cc(-c2cnc3oc4c(-c5cscn5)nc(=O)n(CCC5CCCO5)c4c3c2)cn1	0.12686567164179105	0.4430379746835443
6ooy_ligand.sdf	O=C(CSc1nnnn1-c1ccc(C2CC2)cc1Cl)Nc1ccc(C(=O)O)cc1Cl	0.1652892561983471	0.3875
6ooy_ligand.sdf	NS(=O)(=O)c1ccc(NC(=O)C2CC2C(=O)N2CCCc3cc(Cl)cc(Cl)c32)c(Cl)c1	0.109375	0.3
6ooy_ligand.sdf	Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1	0.06611570247933884	0.3595505617977528
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2c1CCC2	0.1702127659574468	0.39361702127659576
6ooy_ligand.sdf	O=c1nc(N2CCC(F)(F)CC2)c2cccnc2n1O	0.10784313725490197	0.3780487804878049
6ooy_ligand.sdf	COc1cc(-c2ccc(C#N)cc2)ccc1Nc1ccnc(Nc2ccc(C#N)cc2)n1	0.15384615384615385	0.35384615384615387
6ooy_ligand.sdf	Cc1cc(-c2ccc(C#N)cc2)c(Cl)cc1Oc1ccnc(Nc2ccc(C#N)cc2)n1	0.1732283464566929	0.28169014084507044
6ooy_ligand.sdf	O=c1nc(NCc2ccc(N3CCOCC3)cc2)c2cccnc2n1O	0.1875	0.4625
6ooy_ligand.sdf	Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1	0.21238938053097345	0.3559322033898305
6ooy_ligand.sdf	Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12	0.17123287671232876	0.3854166666666667
6ooy_ligand.sdf	Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12	0.17857142857142858	0.3894736842105263
6ooy_ligand.sdf	C#Cc1cnc(Nc2ccc(C#N)cc2)nc1Nc1c(C)cc(C)cc1C	0.23148148148148148	0.35
6ooy_ligand.sdf	Cc1nc(N2Nc3onc(-c4ccccc4)c3C2c2ccc(Cl)cc2)sc1/N=N/c1ccc(Cl)cc1	0.17391304347826086	0.38666666666666666
